idx,doi,title,venue,date,openalex_id,has_abstract,abstract,error
3545,10.1093/rfs/hhq081,Control of Corporate Decisions: Shareholders vs. Management,Review of Financial Studies,2010-09,https://openalex.org/W3124153288,True,"This article addresses the issue of whether shareholders would be better off with enhanced control over corporate decisions. The issue has been hotly debated in the recent literature. Our main contribution is to use formal modeling to uncover some factors overlooked in these arguments. For example, we show that claims that shareholder control would reduce value because shareholders lack sufficient information to make important decisions or because they have a non-value-maximizing agenda are flawed. We also show, however, that even if shareholders seek to maximize firm value and can delegate decisions to management, shareholders should not control all major decisions. The Author 2010. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oxfordjournals.org., Oxford University Press.",
3546,10.1093/rfs/hhq074,"Impatient Trading, Liquidity Provision, and Stock Selection by Mutual Funds",Review of Financial Studies,2010-09,https://openalex.org/W3123640350,True,"We show that a mutual fund's stock selection skill can be decomposed into additional components that include liquidity-absorbing impatient trading and liquidity provision. We find that past performance predicts future performance better among funds trading in stocks affected more by information events: Past winners earn a risk-adjusted after-fee excess return of 35 basis points per month in the future. Most of that superior performance comes from impatient trading. We also find that impatient trading is more important for growth-oriented funds, and liquidity provision is more important for younger income funds. © 2010 The Author Published by Oxford University Press on behalf of The Society for Financial Studies.",
3547,10.1093/rfs/hhq072,Event Study Testing with Cross-sectional Correlation of Abnormal Returns,Review of Financial Studies,2010-09,https://openalex.org/W2006536795,True,"This article examines the issue of cross-sectional correlation in event studies. When there is event-date clustering, we find that even relatively low cross-correlation among abnormal returns is serious in terms of over-rejecting the null hypothesis of zero average abnormal returns. We propose a new test statistic that modifies the t-statistic of Boehmer, Musumeci, and Poulsen (1991) to take into account cross-correlation and show that it performs well in competition with others, including the portfolio approach, which is less powerful than other alternatives under study. Also, our statistic is readily useable to test multiple-day cumulative abnormal returns. The Author 2010. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oxfordjournals.org., Oxford University Press.",
3548,10.1093/rfs/hhq085,What's Vol Got to Do with It,Review of Financial Studies,2010-09,https://openalex.org/W3121302379,True,"Uncertainty plays a key role in economics, finance, and decision sciences. Financial markets, in particular derivative markets, provide fertile ground for understanding how perceptions of economic uncertainty and cash-flow risk manifest themselves in asset prices. We demonstrate that the variance premium, defined as the difference between the squared VIX index and expected realized variance, captures attitudes toward uncertainty. We show conditions under which the variance premium displays significant time variation and return predictability. A calibrated, generalized long-run risks model generates a variance premium with time variation and return predictability that is consistent with the data, while simultaneously matching the levels and volatilities of the market return and risk-free rate. Our evidence indicates an important role for transient non-Gaussian shocks to fundamentals that affect agents' views of economic uncertainty and prices. The Author 2010. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oxfordjournals.org., Oxford University Press.",
3549,10.1093/rfs/hhq092,Why Do Household Portfolio Shares Rise in Wealth?,Review of Financial Studies,2010-09,https://openalex.org/W2250101487,True,"In the cross-section of U.S. households, the portfolio share in risky assets rises in wealth. The standard life-cycle model with power utility and non-tradable labor income has the counterfactual implication that the portfolio share declines in wealth. We develop a life-cycle model in which household utility depends on two types of consumption goods, basic and luxury. The model predicts that the expenditure share for basic goods declines in total consumption, and the variance of consumption growth rises in the level of consumption. When calibrated to match these two predictions in household consumption data, the model explains portfolio shares that rise in wealth. JEL classification: D11; D12; G11",
3550,10.1093/rfs/hhq080,How Deep Is the Annuity Market Participation Puzzle?,Review of Financial Studies,2010-09,https://openalex.org/W2254688983,True,"Using U.K. microeconomic data, we analyze the empirical determinants of voluntary annuity market demand. We find that annuity market participation increases with financial wealth, life expectancy and education and decreases with other pension income and a possible bequest motive for surviving spouses. We then show that these empirically-motivated determinants of annuity market participation have the same, quantitatively important, e¤ects in a life-cycle model of annuity demand, saving and portfolio choice. Moreover, reasonable preference parameters predict annuity demand levels comparable to the data, thereby questioning the conventional wisdom that limited annuity market participation is a puzzle to be explained.",
3551,10.1093/rfs/hhq093,"Incentives, Targeting, and Firm Performance: An Analysis of Non-executive Stock Options",Review of Financial Studies,2010-10,https://openalex.org/W1985162420,True,"We examine whether options granted to non-executive employees affect firm performance. Using new data on option programs, we explore the link between broad-based option programs, option portfolio implied incentives, and firm operating performance, utilizing an instrumental variables approach to identify causal effects. Firms whose employee option portfolios have higher implied incentives exhibit higher subsequent operating performance. Intuitively, the implied incentive-performance relation is concentrated in firms with fewer employees and in firms with higher growth opportunities. Additionally, the effect is concentrated in firms that grant options broadly to non-executive employees, consistent with theories of cooperation and mutual monitoring among co-workers. The Author 2010. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oxfordjournals.org., Oxford University Press.",
3552,10.1093/rfs/hhq084,Inheriting Losers,Review of Financial Studies,2010-10,https://openalex.org/W4240040684,True,"We show that new managers who take over mutual fund portfolios sell off inherited momentum losers at higher rates than stocks in any other momentum decile, even after adjusting for concurrent trades in these stocks by continuing fund managers. This behavior is observed regardless of fund characteristics and is stronger when new managers are external hires. The tendency of continuing fund managers to hold on to losers could be consistent with either a behavior bias stemming from an inability to ignore the sunk costs associated with the stocks' past underperformance or a conscious desire to protect their careers by not admitting prior mistakes. Furthermore, we present evidence that selling off loser stocks helps improve fund performance. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oxfordjournals.org., Oxford University Press.",
3553,10.1093/rfs/hhq108,Collateral Values by Asset Class: Evidence from Primary Securities Dealers,Review of Financial Studies,2010-10,https://openalex.org/W2103877184,True,"Using data on repurchase agreements by primary securities dealers, we show that three classes of securities (Treasury securities, securities issued by government-sponsored agencies, and mortgage-backed securities) can be formally ranked in terms of their collateral values in the general collateral (GC) market. We then show that GC repurchase agreement (repo) spreads across asset classes display jumps and significant temporal variation, especially at times of predictable liquidity needs, consistent with the ""safe haven"" properties of Treasury securities: These jumps are driven almost entirely by the behavior of the GC repo rates of Treasury securities. Estimating the ""collateral rents"" earned by owners of these securities, we find such rents to be sizable for Treasury securities and nearly zero for agency and mortgage-backed securities. Finally, we link collateral values to asset prices in a simple no-arbitrage framework and show that variations in collateral values explain a significant fraction of changes in short-term yield spreads but not those of longer-term spreads. Our results point to securities' role as collateral as a promising direction of research to improve understanding of the pricing of money market securities and their spreads. The Author 2010. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oxfordjournals.org., Oxford University Press.",
3554,10.1093/rfs/hhq122,Entrepreneurial Finance and Nondiversifiable Risk,Review of Financial Studies,2010-11,https://openalex.org/W2303788423,True,"We develop a dynamic incomplete-markets model of entrepreneurial firms, and demonstrate the implications of nondiversifiable risks for entrepreneurs' interdependent consumption, portfolio allocation, financing, investment, and business exit decisions. We characterize the optimal capital structure via a generalized tradeoff model where risky debt provides significant diversification benefits. Nondiversifiable risks have several important implications: More risk-averse entrepreneurs default earlier, but choose higher leverage; lack of diversification causes entrepreneurial firms to underinvest relative to public firms, and risky debt partially alleviates this problem; and entrepreneurial risk aversion can overturn the risk-shifting incentives induced by risky debt. We also analytically characterize the idiosyncratic risk premium. The Author 2010. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oxfordjournals.org., Oxford University Press.",
3555,10.1093/rfs/hhq111,Interim News and the Role of Proxy Voting Advice,Review of Financial Studies,2010-11,https://openalex.org/W2071970065,True,"This article examines the information content and consequences of third-party voting advice that arrives as news at an interim stage in corporate proxy contests. We first document significant stock returns around announcements of proxy vote recommendations. We then develop a multi-equation empirical procedure for disentangling the price impact of prediction effects (changes in contest outcome probabilities) from the price impact of certification effects (changes in outcome-contingent valuations). Both effects are present in the data: Voting advice is both predictive about contest outcomes and informative about the ability of dissidents to add value. Consequently, proxy advice plays a dual informational role., Oxford University Press.",
3556,10.1093/rfs/hhq116,"Generalized Disappointment Aversion, Long-run Volatility Risk, and Asset Prices",Review of Financial Studies,2010-11,https://openalex.org/W3009303059,True,"We propose an asset pricing model with generalized disappointment aversion preferences and long-run volatility risk. With Markov switching fundamentals, we derive closed-form solutions for all returns moments and predictability regressions. The model produces first and second moments of price-dividend ratios and asset returns as well as return predictability patterns in line with the data. Compared to Bansal and Yaron (2004), we generate (i) more predictability of excess returns by price-dividend ratios; (ii) less predictability of consumption growth rates by price-dividend ratios. Our results do not depend on a value of the elasticity of intertemporal substitution greater than one. The Author 2010. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oxfordjournals.org., Oxford University Press.",
3557,10.1093/rfs/hhq146,Participation Constraints in the Stock Market: Evidence from Unexpected Inheritance Due to Sudden Death,Review of Financial Studies,2010-12,https://openalex.org/W1603275568,True,"We use a natural experiment to investigate the impact of participation constraints on individuals' decisions to invest in the stock market. Unexpected inheritance due to sudden deaths results in exogenous variation in financial wealth, and allows us to examine whether fixed entry and ongoing participation costs cause non-participation. We have three key findings. First, windfall wealth has a positive effect on participation. Second, the majority of households do not react to sizeable windfalls by entering the stock market, but hold on to substantial safe assets--even over longer horizons. Third, the majority of households inheriting stock holdings actively sell the entire portfolio. Overall, these findings suggest that participation by many individuals is unlikely to be constrained by financial participation costs. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3558,10.1093/rfs/hhq138,Do Peso Problems Explain the Returns to the Carry Trade?,Review of Financial Studies,2010-12,https://openalex.org/W3124919835,True,"We study the properties of the carry trade, a currency speculation strategy in which an investor borrows low-interest-rate currencies and lends high-interest-rate currencies. This strategy generates payoffs that are on average large and uncorrelated with traditional risk factors. We argue that these payoffs reflect a peso problem. The underlying peso event features high values of the stochastic discount factor rather than very large negative payoffs.",
3559,10.1093/rfs/hhq130,Revisiting Asset Pricing Puzzles in an Exchange Economy,Review of Financial Studies,2011-01,https://openalex.org/W2021265444,True,"We show that several well-known asset pricing puzzles are largely mitigated if we endow the representative agent with an arbitrarily small minimum consumption level. This allows us to solve the model for parameter values where the standard ""Lucas tree"" model is not defined. For these parameters, disasters become more important, and the market risk premium therefore higher, even though consumption is less risky. Our model yields reasonable risk premia, Sharpe ratios, and discount rates; excess price volatility; and a high market price-dividend ratio. We derive closed-form solutions for all variables of interest. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oxfordjournals.org., Oxford University Press.",
3560,10.1093/rfs/hhq132,Market Liquidity and Flow-driven Risk,Review of Financial Studies,2011-01,https://openalex.org/W3122842987,True,"Using a unique dataset of trades and limit orders for S&amp;P 500 futures, we decompose the aggregate risk into a component driven by the impact of net market orders and a component unrelated to net orders. The first component flow-driven risk is large, accounting for approximately 50% of market variance, and it is not transient. This risk represents the joint effect of net trade demand and the price impact of that demand—i.e., illiquidity. We find that flows are largely unpredictable, and lagged flows have no price impact. Flow-driven risk is time varying because the price impact is highly variable. Illiquidity rises with market volatility, but not with flow uncertainty. Net selling increases illiquidity, which amplifies downside flow-driven risk. The findings are consistent with flow-driven shocks resulting from fluctuations in aggregate risk-bearing capacity. Under this interpretation, investors with constant risk tolerance should trade against such shocks (i.e., “supply liquidity”) to achieve substantial utility gains. Quantitatively accounting for the scale of flow-driven risk poses a major challenge for asset pricing theory.",
3561,10.1093/rfs/hhq141,All the News That's Fit to Reprint: Do Investors React to Stale Information?,Review of Financial Studies,2011-01,https://openalex.org/W3125011952,True,"This article tests whether stock market investors appropriately distinguish between new and old information about firms. I define the staleness of a news story as its textual similarity to the previous ten stories about the same firm. I find that firms' stock returns respond less to stale news. Even so, a firm's return on the day of stale news negatively predicts its return in the following week. Individual investors trade more aggressively on news when news is stale. The subsequent return reversal is significantly larger in stocks with above-average individual investor trading activity. These results are consistent with the idea that individual investors overreact to stale information, leading to temporary movements in firms' stock prices. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3562,10.1093/rfs/hhq140,Liquidity Biases and the Pricing of Cross-sectional Idiosyncratic Volatility,Review of Financial Studies,2011-01,https://openalex.org/W1974042548,True,"We model a microstructure effect on daily security returns, embodied by zero returns and the bid-ask spread, and derive a closed-form solution for the resulting bias in the estimated idiosyncratic volatility. Our empirical tests show that controlling for the bias eliminates the ability of idiosyncratic volatility estimates to predict future returns. We also find a significant reduction in the pricing ability of idiosyncratic volatility after exogenous shocks to liquidity evidenced in the 1997 reduction in the quotes to sixteenths and the 2001 decimalization. Finally, minimizing liquidity's influence on the estimated idiosyncratic volatility, by orthogonalizing the percentage of zero-return and spread effects on the estimated idiosyncratic volatility, demonstrates that the resulting idiosyncratic volatility estimate has little pricing ability. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3563,10.1093/rfs/hhr009,Why Do (Some) Households Trade So Much?,Review of Financial Studies,2011-02,https://openalex.org/W1969312274,True,"When agents can learn about their abilities as active investors, they rationally “trade to learn ” even if they expect to lose from active investing. The model used to develop this insight draws conclusions that are consistent with empirical study of household trading behavior: Households ’ portfolios underperform passive investments; their trading inten-sity depends on past performance; and they begin by trading small sums of money. Using household data from Finland, the article estimates a structural model of learning and trad-ing. The estimated model shows that investors trade to learn even if they are pessimistic about their abilities as traders. It also demonstrates that realized returns are significantly downward-biased measures of investors ’ true abilities. (JEL D10, G11) While most households adjust their stock portfolios only infrequently, some trade very actively and underperform passive investments.1 I ask whether a model in which investors rationally learn from experience can explain this be-havior, and, if so, what the model tells us about households ’ beliefs. In my model, investors are uncertain about their abilities and learn as they trade. If the value of observing another signal is high, then an investor trades even if she expects to lose money, thus apparently trading “too much. ” If a trade is successful, the investor infers skill and subsequently trades more. If an investor loses money, she will infer less skill and subsequently trade less. After enough losses, she stops trading altogether. Investors who are especially uncertain about their abilities trade small amounts early in their careers until",
3564,10.1093/rfs/hhr023,Learning and Asset-price Jumps,Review of Financial Studies,2011-04,https://openalex.org/W3023279333,True,"We develop a general equilibrium model in which income and dividends are smooth but asset prices contain large moves (jumps). These large price jumps are triggered by optimal decisions of investors to learn the unobserved state. We show that learning choice is determined by preference parameters and the conditional volatility of income process. An important model prediction is that income volatility predicts future jump periods, while income growth does not. Consistent with the model, large moves in returns in the data are predicted by consumption volatility but not by consumption growth. The model quantitatively captures these novel features of the data. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3565,10.1093/rfs/hhr035,"Anticipation, Acquisitions, and Bidder Returns: Industry Shocks and the Transfer of Information across Rivals",Review of Financial Studies,2011-05,https://openalex.org/W3122746743,True,"We document market anticipation of merger bids and show that less anticipated bids earn significantly higher announcement returns. Subsequent bidders in the industry experience significant and positive abnormal returns around the time of initial industry bid announcements. These results suggest that announcement period returns underestimate the wealth effects of bidding. After accounting for anticipation, bidding activity is, on average, a significant wealth-creating event. Moreover, bidders pursuing public targets increase shareholder wealth and bidders in stock swaps do not lose. These results contradict conventional wisdom. Our results shed light on the correct magnitude of acquisition returns and on the transfer of information throughout an industry around the time of an economic shock. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3566,10.1093/rfs/hhr013,What Factors Drive Global Stock Returns?,Review of Financial Studies,2011-05,https://openalex.org/W3122909691,True,"Using monthly returns for over 27, 000 stocks from 49 countries over a three-decade period, we show that a multifactor model that includes factor-mimicking portfolios based on momentum and cash flow-to-price captures significant time-series variation in global stock returns, and has lower pricing errors and fewer model rejections than the global CAPM or a popular model that uses size and book-to-market factors. We find reliable evidence that the global cash flow-to-price factor is related to a covariance risk model. In contrast, we reject the covariance risk model in favor of a characteristic model for size and book-to-market factors. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3567,10.1093/rfs/hhr034,Corporate Governance Propagation through Overlapping Directors,Review of Financial Studies,2011-05,https://openalex.org/W2132763102,True,"How are governance practices propagated across firms? This article proposes, and empirically verifies, that observed governance practices are partly the outcome of network effects among firms with common directors. While firms attempt to select directors whose other directorships are at firms with similar governance practices (""familiarity effect""), this matching of governance practices is imperfect because other factors also affect the director choice. This generates an ""influence effect"" as directors acquainted with different practices at other firms influence the firm's governance to move toward the practices of those other firms. These network effects cause governance practices to converge. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3568,10.1093/rfs/hhr041,Information Sales and Strategic Trading,Review of Financial Studies,2011-05,https://openalex.org/W3125482276,True,"We study information sales in financial markets with strategic risk-averse traders. The optimal selling mechanism is one of the following two: (i) sell to as many agents as possible very imprecise information; (ii) sell to a small number of agents information as precise as possible. As risk-sharing considerations prevail over the negative effects of competition, the newsletters or rumors associated with (i) dominate the exclusivity contract in (ii). These allocations of information have implications for price informativeness and trading volume, and thus we suggest a direct link between properties of asset prices and financial intermediation. Moreover, as more information is sold when the externality in its valuation is relatively less intense, we find a ranking reversal of the informational content of prices between (a) market structures (market-orders vs. limit-orders); and (b) models of traders' behavior (imperfect vs. perfect competition). The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3569,10.1093/rfs/hhr043,"Financial Constraints, R&amp;D Investment, and Stock Returns",Review of Financial Studies,2011-06,https://openalex.org/W3122815320,True,"Through the interaction between financial constraints and R&D, I study two asset-pricing puzzles: mixed evidence on the financial constraints--return relation and the positive R&D-return relation. Unlike capital investment, R&D is more inflexible. A financially constrained R&D-intensive firm is more likely to suspend/discontinue R&D projects. Therefore, R&D-intensive firms' risk increases with their financial constraints. Conversely, constrained firms' risk increases with their R&D intensity. I find a robust empirical relation between financial constraints and stock returns, primarily among R&D-intensive firms. Moreover, R&D predicts returns only among financially constrained firms. This evidence suggests that financial constraints potentially drive the positive R&D-return relation. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3570,10.1093/rfs/hhr065,Large Shareholder Diversification and Corporate Risk-Taking,Review of Financial Studies,2011-08,https://openalex.org/W3022248576,True,"Using new data for the universe of firms covered in Amadeus, we reconstruct the portfolios of shareholders who hold equity stakes in private- and publicly traded European firms. We find great heterogeneity in the degree of portfolio diversification across large shareholders. Exploiting this heterogeneity, we document that firms controlled by diversified large shareholders undertake riskier investments than firms controlled by nondiversified large shareholders. The impact of large shareholder diversification on corporate risk-taking is both economically and statistically significant. Our results have important implications at the policy level because they identify one channel through which policy changes can improve economic welfare. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3571,10.1093/rfs/hhr054,A Model of Portfolio Delegation and Strategic Trading,Review of Financial Studies,2011-08,https://openalex.org/W3121919636,True,"This article endogenizes information acquisition and portfolio delegation in a one-period strategic trading model. We find that, when the informed portfolio manager is relatively risk tolerant (averse), price informativeness increases (decreases) with the amount of noise trading. When noise trading is endogenized, the linear equilibrium in the traditional literature breaks down under a wide range of parameter values. In contrast, a linear equilibrium always exists in our model. In a conventional portfolio delegation model under a competitive partial equilibrium, the manager's effort of acquiring information is independent of a linear incentive contract. In our strategic trading model, however, a higher-powered linear contract induces the manager to exert more effort for information acquisition. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3572,10.1093/rfs/hhr069,The Inventory Growth Spread,Review of Financial Studies,2011-08,https://openalex.org/W3123855484,True,"Previous studies show that firms with low inventory growth outperform firms with high inventory growth in the cross-section of publicly traded firms. In addition, inventory investment is volatile and procyclical, and inventory-to-sales is persistent and countercyclical. We embed an inventory holding motive into the investment-based asset pricing framework by modeling inventory as a factor of production with convex and nonconvex adjustment costs. The augmented model simultaneously matches the large inventory growth spread in the data, as well as the time-series properties of the firm-level capital investment, inventory investment, and inventory-to-sales. Our conditional single-factor model also implies that traditional unconditional factor models such as the CAPM should fail to explain the inventory growth spread, although not with the same large pricing errors observed in the data. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3573,10.1093/rfs/hhr068,Common Risk Factors in Currency Markets,Review of Financial Studies,2011-08,https://openalex.org/W3123998694,True,"We identify a ""slope"" factor in exchange rates. High interest rate currencies load more on this slope factor than low interest rate currencies. This factor accounts for most of the cross-sectional variation in average excess returns between high and low interest rate currencies. A standard, no-arbitrage model of interest rates with two factors--a country-specific factor and a global factor--can replicate these findings, provided there is sufficient heterogeneity in exposure to global or common innovations. We show that our slope factor identifies these common shocks, and we provide empirical evidence that it is related to changes in global equity market volatility. By investing in high interest rate currencies and borrowing in low interest rate currencies, U.S. investors load up on global risk. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3574,10.1093/rfs/hhr045,"Managerial Autonomy, Allocation of Control Rights, and Optimal Capital Structure",Review of Financial Studies,2011-09,https://openalex.org/W3124405585,True,"We examine the design of control rights of external financiers, and how these interact with the firm's security issuance and capital structure when the firm's initial owners and managers may disagree with new investors over project choice. The first main result is an ex ante managerial preference for ""soft"" financial claims that maximize managerial project-choice autonomy, which is in contrast to agency theory. Second, a dynamic ""pecking order"" of cash, equity, and debt emerges. Additional results explain equity issuance at high prices, the drifting of leverage ratios with stock returns, cash hoarding, and debt usage without taxes, agency, or signaling. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3575,10.1093/rfs/hhr072,Determinants of Dividend Smoothing: Empirical Evidence,Review of Financial Studies,2011-09,https://openalex.org/W3125709030,True,"We document the cross-sectional properties of corporate dividend-smoothing policies and relate them to extant theories. We find that younger, smaller firms, firms with low dividend yields and more volatile earnings and returns, and firms with fewer and more disperse analyst forecasts smooth less. Firms that are cash cows, with low growth prospects, weaker governance, and greater institutional holdings, smooth more. We also document that dividend smoothing has steadily increased over the past 80 years, even before firms began using share repurchases in the mid-1980s. Taken together, our results suggest that dividend smoothing is most common among firms that are not financially constrained, face low levels of asymmetric information, and are most susceptible to agency conflicts. These findings provide challenges and guidance for the developing theoretical literature. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3576,10.1093/rfs/hhr094,Global versus Local Asset Pricing: A New Test of Market Integration,Review of Financial Studies,2011-10,https://openalex.org/W2328699767,True,"Should capital cost calculations be based on a global or local market benchmark? The December 2000 redefinition of the Morgan Stanley Capital International (MSCI) global equity index was a natural experiment addressing this question. It is argued that this event triggered a portfolio shift (by index funds) large enough to affect the residual asset supplies constituting the global and local market benchmarks of all actively managed capital. Changes in the market benchmarks imply distinct and predictable changes to global and local stock betas. Exploring whether global or local beta changes best explain the cross-section of event returns reveals that stocks in developed markets are priced globally and not locally. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3577,10.1093/rfs/hhr091,Mutual Fund Tournaments: The Sorting Bias and New Evidence,Review of Financial Studies,2011-10,https://openalex.org/W3125093747,True,"Previous findings regarding the risk-shifting behavior of mid-year underperforming mutual fund managers are mixed. In this article, I show that this is due to a ""sorting bias, "" which is caused by the sorting of first-half risk levels when establishing relative mid-year performance. Even without risk-shifting behavior, mean reversion of these sorted risk levels results in the detection of tournament behavior. After correcting for this bias, I find evidence supporting the hypothesis that first-half underperforming managers increase portfolio risk during the second half of the year and that this tournament behavior is not dependent on first-half market conditions. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3578,10.1093/rfs/hhr110,Performance of Institutional Trading Desks: An Analysis of Persistence in Trading Costs,Review of Financial Studies,2011-11,https://openalex.org/W3123935519,True,"Using a proprietary dataset of institutional investors' equity transactions, we document that institutional trading desks can sustain relative performance over adjacent periods. We find that trading-desk skill is positively correlated with the performance of the institution's traded portfolio, suggesting that institutions that invest resources in developing execution abilities also invest in generating superior investment ideas. Although some brokers can deliver better executions consistently over time, our analysis suggests that trading-desk skill is not limited to a selection of better brokers. We conclude that the trade implementation process is economically important and can contribute to relative portfolio performance. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3579,10.1093/rfs/hhr128,Liquidity and Asset Returns Under Asymmetric Information and Imperfect Competition,Review of Financial Studies,2011-11,https://openalex.org/W1852525066,True,"Abstract We analyze how asymmetric information and imperfect competition affect liquidity and asset prices. Our model has three periods: Agents are identical in the first, become heterogeneous and trade in the second, and consume asset payoffs in the third. We show that asymmetric information in the second period raises ex ante expected asset returns in the first, comparing both to the case where all private signals are made public and to that where private signals are not observed. Imperfect competition can instead lower expected returns. Each imperfection can move common measures of illiquidity in opposite directions.",
3580,10.1093/rfs/hhr134,Testing Asymmetric-Information Asset Pricing Models,Review of Financial Studies,2012-01,https://openalex.org/W3121814340,True,"We provide evidence for the importance of information asymmetry in asset pricing by using three natural experiments. Consistent with rational expectations models with multiple assets and multiple signals, we find that prices and uninformed demand fall as asymmetry increases. These falls are larger when more investors are uninformed, turnover is larger and more variable, payoffs are more uncertain, and the lost signal is more precise. Prices fall partly because expected returns become more sensitive to liquidity risk. Our results confirm that information asymmetry is priced and imply that a primary channel that links asymmetry to prices is liquidity. The Author 2012. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3581,10.1093/rfs/hhr144,Skewness in Stock Returns: Reconciling the Evidence on Firm Versus Aggregate Returns,Review of Financial Studies,2012-01,https://openalex.org/W3124048127,True,"Aggregate stock market returns display negative skewness. Firm stock returns display positive skewness. The large literature that tries to explain the first stylized fact ignores the second. This article provides a unified theory that reconciles the two facts by explicitly modeling firm-level heterogeneity. I build a stationary asset pricing model of firm announcement events where firm returns display positive skewness. I then show that cross-sectional heterogeneity in firm announcement events can lead to conditional asymmetric stock return correlations and negative skewness in aggregate returns. I provide evidence consistent with the model predictions. The Author 2012. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
3582,10.1093/rfs/hhr145,"Financial Leverage, Corporate Investment, and Stock Returns",Review of Financial Studies,2012-01,https://openalex.org/W3123334050,True,"This article rationalizes empirical patterns of market leverage, book leverage, book-to-market ratios, and stock returns across different book-to-market portfolios, using a model of firm financing and investment. The model analytically shows that tax deductibility of interest payments increases effective investment irreversibility and that investment irreversibility weakens the relation between book-to-market values and returns. This provides a clear and novel mechanism showing how financial leverage affects stock returns beyond the standard Modigliani-Miller paradigm. The article argues that market leverage, rather than operating leverage or investment irreversibility, explains a major portion of the value premium. Empirical evidence supports this argument. The Author 2012. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",
